slug,artistname,year,date,disambiguate,date-added,series,venue,venue-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes
luna,Luna,1992,1992-12-27,,1994-01-01,,"Idiots Delight, WXRK-FM, New York City NY, USA",idiots-delight-wxrk-fm-new-york-city-ny-usa,Radio session,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Anesthesia|Time|I Want Everything|Smile|We're Both Confused,,,,,,,Setlist source: recording
luna,Luna,1993,1993-02-11,,2023-08-26,,"Deep Ellum Live, Dallas, TX, USA",deep-ellum-live-dallas-tx-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-02-12,,2023-08-26,,"Union Ballroom, University of Texas, Austin, TX, USA",union-ballroom-university-of-texas-austin-tx-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-02-13,,2023-08-26,,"Tulane University, New Orleans, LO, USA",tulane-university-new-orleans-lo-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-02-15,,2023-08-26,,"Varsity Theatre, Baton Rouge, LO, USA",varsity-theatre-baton-rouge-lo-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-02-16,,2023-08-26,,"The Moon, Tallahassee, FL, USA",the-moon-tallahassee-fl-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-02-17,,2023-08-26,,"Variety Playhouse, Atlanta, GA, USA",variety-playhouse-atlanta-ga-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-02-19,,2023-08-26,,"Cat’s Cradle, Chapel Hill, NC, USA",cat’s-cradle-chapel-hill-nc-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-02-21,,1994-01-01,,"Lisner Auditorium, Washington DC, USA",lisner-auditorium-washington-dc-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,supporting The Sundays
luna,Luna,1993,1993-02-23,,2023-08-26,,"TLA, Philadelphia, PA, USA",tla-philadelphia-pa-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-02-25,,2023-08-26,,"The Academy, New York, NY, USA",the-academy-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-02-26,,2023-08-26,,"The Academy, New York, NY, USA",the-academy-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-02-27,,2023-08-26,,"The Avalon, Boston, MA, USA",the-avalon-boston-ma-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-02,,1994-01-01,,"Opera House, Toronto, Canada",opera-house-toronto-canada,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Slide|Anesthesia|Crazy People|We're Both Confused|Ride Into the Sun|Blue Thunder|Hey Sister|Slash Your Tires|Time to Quit|Indian Summer,recording,,,,,,Supporting The Sundays
luna,Luna,1993,1993-03-04,,1994-01-01,,"St. Andrews Hall, Detroit MI, USA",st-andrews-hall-detroit-mi-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Slide|Anesthesia|Crazy People|We're Both Confused|Temperature's Rising|Hey Sister|Slash Your Tires|Time to Quit|Indian Summer,,,,,,,
luna,Luna,1993,1993-03-05,,2023-08-26,,"Agora, Cleveland, OH, USA",agora-cleveland-oh-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-06,,2023-08-26,,"Bogart’s Cincinatti, OH, USA",bogart’s-cincinatti-oh-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-08,,2023-08-26,,"Mississippi Nights, St Louis?, MS, USA",mississippi-nights-st-louis?-ms-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-09,,2023-08-26,,"the Vic Theatre, Chicago, IL, USA",the-vic-theatre-chicago-il-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-10,,2023-08-26,,"First Avenue, Minneapolis, MT, USA",first-avenue-minneapolis-mt-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-15,,2023-08-26,,"Commodore Ballroom, Vancouver, BC, Canada",commodore-ballroom-vancouver-bc-canada,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-16,,2023-08-26,,"Moore Theatre, Seattle, WA, USA",moore-theatre-seattle-wa-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-17,,2023-08-26,,"La Luna, Portland, OR, USA",la-luna-portland-or-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-19,,1994-01-01,,"Warfield Theater, San Francisco CA, USA",warfield-theater-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,
luna,Luna,1993,1993-03-19,,2023-08-26,,"the Warfield, San Francisco, CA , USA",the-warfield-san-francisco-ca--usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-20,,2023-08-26,,"The Palace Theatre, Los Angeles, CA, USA",the-palace-theatre-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-21,,2023-08-26,,"The Palace Theatre, Los Angeles, CA, USA",the-palace-theatre-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-03-22,,2023-08-26,,"The Belly Up Tavern, Solana Beach, CA, USA",the-belly-up-tavern-solana-beach-ca-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Source: Dean Wareham
luna,Luna,1993,1993-06-01,,1994-01-01,,"Playhouse, Edinburgh, UK",playhouse-edinburgh-uk,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Supporting The Velvet Underground
luna,Luna,1993,1993-06-02,,1994-01-01,,"Playhouse, Edinburgh, UK",playhouse-edinburgh-uk,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Supporting The Velvet Underground
luna,Luna,1993,1993-06-03,,1994-01-01,,"Borderline, London, UK",borderline-london-uk,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Crazy People|Anesthesia|Ride Into the Sun|Friendly Advice|We're Both Confused|Going Home|Blue Thunder|Hey Sister|I Know You Tried|Smile|I Can't Wait|Time to Quit|Indian Summer|Slide|That's What You Always Say|When Will You Come Home,,,,,,Stream|https://www.fullofwishes.co.uk/2009/09/02/mp3-luna-live-in-london-in-1993/|A Head Full of Wishes,
luna,Luna,1993,1993-06-05,,1994-01-01,,"Forum, London, UK",forum-london-uk,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Supporting The Velvet Underground
luna,Luna,1993,1993-06-06,,1994-01-01,,"Wembley Arena, London, UK",wembley-arena-london-uk,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Supporting The Velvet Underground
luna,Luna,1993,1993-06-08,,1994-01-01,,"Paradiso, Amsterdam, Netherlands",paradiso-amsterdam-netherlands,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Supporting The Velvet Underground
luna,Luna,1993,1993-06-09,,1994-01-01,,"Ahoy Sportpaleis, Rotterdam, Netherlands",ahoy-sportpaleis-rotterdam-netherlands,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Supporting The Velvet Underground
luna,Luna,1993,1993-06-11,,1994-01-01,,"Alsterdorfer Sporthalle, Hamburg, Germany",alsterdorfer-sporthalle-hamburg-germany,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Supporting The Velvet Underground
luna,Luna,1993,1993-06-13,,1994-01-01,,"Palac Kultury, Prague, Czech Republic",palac-kultury-prague-czech-republic,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Slide|Crazy People|Friendly Advice|Blue Thunder|Hey Sister|I Can't Wait|That's What You Always Say|Time to Quit|Indian Summer,,,,,,,Supporting The Velvet Underground
luna,Luna,1993,1993-06-20,,1994-01-01,,"Die Halle Weissensee, Berlin, Germany",die-halle-weissensee-berlin-germany,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Supporting The Velvet Underground
luna,Luna,1993,1993-11-13,,1994-01-01,,"The Middle East, Cambridge, MA, USA",the-middle-east-cambridge-ma-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,
luna,Luna,1994,1994-02-14,,1994-01-01,,"Modern Rock Live, New York NY, USA",modern-rock-live-new-york-ny-usa,Radio session,,Dean Wareham - guitar/vocals|Sterling Morrison - guitar,,,,,,,,
luna,Luna,1994,1994-02-18,,1994-01-01,,"Kennel Club, San Francisco CA, USA",kennel-club-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Anesthesia|Going Home|Friendly Advice|Slide|Tiger Lily|This Time Around|We're Both Confused|Flowers|Slash Your Tires|Into The Fold|Time to Quit|Hold on (John)|Indian Summer|Thank You for Sending Me an Angel|Tugboat,,,,,,,
luna,Luna,1994,1994-03-17,,1994-01-01,,"La Luna, Portland OR, USA",la-luna-portland-or-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,https://media.fullofwishes.co.uk/02-luna/show_assets/1994-03-17/1994-03-17-luna-la-luna-portland-or-usa-poster.jpg,,,,
luna,Luna,1994,1994-03-30,,1994-01-01,,"Civic Auditorium, Portland OR, USA",civic-auditorium-portland-or-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Sleeping Pill|Slide|California (All The Way)|Friendly Advice|Tiger Lily|This Time Around|Slash Your Tires|Bewitched|Time to Quit,,,,,,,
luna,Luna,1994,1994-04-03,,1994-01-01,,"Universal Amphitheatre, Los Angeles CA, USA",universal-amphitheatre-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,California (All The Way)|Slide|Friendly Advice|Anesthesia|Tiger Lily|This Time Around|Bewitched|Time to Quit|Indian Summer,,,,,,,
luna,Luna,1994,1994-04-04,,1994-01-01,,"KCRW, Santa Monica CA, USA",kcrw-santa-monica-ca-usa,Radio session,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Tiger Lily|Going Home|Bewitched|Hold on (John)|Friendly Advice,,,,,,,
luna,Luna,1994,1994-04-04,,1994-01-01,,"KXLU-FM, Los Angeles CA, USA",kxlu-fm-los-angeles-ca-usa,Radio session,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Bewitched|Hold on (John)|Into The Fold|Hey Sister,recording,,,,,,(possibly 1994-04-03)
luna,Luna,1994,1994-04-20,,1994-01-01,,"Cats Cradle, Carrboro NC, USA",cats-cradle-carrboro-nc-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,California (All The Way)|Slide|Going Home|Slash Your Tires|Tiger Lily|This Time Around|Anesthesia|Friendly Advice|Hey Sister|We're Both Confused|I Can't Wait|Bewitched|That's What You Always Say|Hold on (John)|Time to Quit,,,,,,,Setlist source: recording
luna,Luna,1994,1994-04-24,,1994-01-01,,"Stone Lounge, Tampa, FL, USA",stone-lounge-tampa-fl-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,
luna,Luna,1994,1994-04-25,,1994-01-01,,"Downtown Jazz and Blues Club, Orlando, FL, USA",downtown-jazz-and-blues-club-orlando-fl-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,https://media.fullofwishes.co.uk/02-luna/show_assets/1994-04-25/1994-04-25_luna_low_orlando.jpg,,,,
luna,Luna,1994,1994-04-29,,1994-01-01,,"Ciceros Basement Bar, St. Louis, MO, USA",ciceros-basement-bar-st-louis-mo-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,
luna,Luna,1994,1994-05-05,,1994-01-01,,"Shank Hall, Milwaukee, WI, USA",shank-hall-milwaukee-wi-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,California (All The Way)|Slide|Going Home|Anesthesia|Tiger Lily|Thank You for Sending Me an Angel|Friendly Advice|We're Both Confused|This Time Around|That's What You Always Say|Slash Your Tires|Bewitched|Time to Quit|Indian Summer|Hey Sister,,,,,,,(Setlist source: recording)
luna,Luna,1994,1994-05-06,,1994-01-01,,"Caberet Metro, Chicago IL, USA",caberet-metro-chicago-il-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,
luna,Luna,1994,1994-05-08,,1994-01-01,,"Euclid Tavern, Cleveland OH, USA",euclid-tavern-cleveland-oh-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,Setlist source: Kiek email 2008-05-19
luna,Luna,1994,1994-05-16,,1994-01-01,,"Caberet Metro, Chicago IL, USA",caberet-metro-chicago-il-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,California (All The Way)|Anesthesia|Going Home|Slide|Thank You for Sending Me an Angel|Tiger Lily|Friendly Advice|I Can't Wait|Slash Your Tires|That's What You Always Say|Time to Quit|Hold on (John)|Indian Summer|I Want Everything,,,,,,,
luna,Luna,1994,1994-05-20,,1994-01-01,,"LA2, London, UK",la2-london-uk,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Crazy People|California (All The Way)|Thank You for Sending Me an Angel|Tiger Lily|This Time Around|Hold on (John)|Friendly Advice|Time to Quit,recording,,,,,Stream|https://www.youtube.com/watch?v=uwVAjqID0JE|YouTube (ahfow),"‘Supporting the Auteurs”,"
luna,Luna,1994,1994-05-23,,1994-01-01,,"Bierkeller, Bristol, UK",bierkeller-bristol-uk,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Time|California (All The Way)|Thank You for Sending Me an Angel|Tiger Lily|Slash Your Tires|Friendly Advice|I Want Everything|That's What You Always Say|Time to Quit,setlist scan,,,,,,Supporting the AuteursReview and setlist and David Rose's Gig Diaries
luna,Luna,1994,1994-06-06,,1994-01-01,,"Club Quatro, Tokyo, Japan",club-quatro-tokyo-japan,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Sleeping Pill|California (All The Way)|Slide|Going Home|Anesthesia|Thank You for Sending Me an Angel|Tiger Lily|Hey Sister|Friendly Advice|Hold on (John)|This Time Around|Slash Your Tires|Into The Fold|That's What You Always Say|Time to Quit|Indian Summer|Ride Into the Sun,,,,,,,
luna,Luna,1994,1994-06-19,,1994-01-01,,"Tune Inn, New Haven, CT, USA",tune-inn-new-haven-ct-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,
luna,Luna,1994,1994-07-01,,1994-01-01,,"Maxwells, Hoboken NJ, USA",maxwells-hoboken-nj-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,
luna,Luna,1994,1994-07-12,,1994-01-01,,"Casbah, San Diego CA, USA",casbah-san-diego-ca-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Hey Sister|California (All The Way)|Anesthesia|Going Home|Thank You for Sending Me an Angel|Tiger Lily|Slide|This Time Around|We're Both Confused|Crazy People|Friendly Advice|Into The Fold|That's What You Always Say|Time to Quit|Indian Summer,,,,,,,
luna,Luna,1994,1994-07-13,,1994-01-01,,"Coach House, Los Angeles CA, USA",coach-house-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,Sleeping Pill|This Time Around|Ride Into the Sun|Anesthesia|Going Home|Thank You for Sending Me an Angel|Tiger Lily|California (All The Way)|Hold On (John)|Slash Your Tires|Flowers|Friendly Advice|That's What You Always Say|Into The Fold|Indian Summer,,,,,,,
luna,Luna,1994,1994-07-18,,1994-01-01,,"La Luna, Portland, OR, USA",la-luna-portland-or-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,
luna,Luna,1994,1994-07-19,,1994-01-01,,"Moes, Seattle WA, USA",moes-seattle-wa-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,California (All The Way)|Anesthesia|This Time Around|Going Home|Slide|Tiger Lily|Thank You for Sending Me an Angel|Hey Sister|I Can't Wait|Into The Fold|Fourth of July|Friendly Advice|That's What You Always Say|Time to Quit,,,,,,,
luna,Luna,1994,1994-08-12,,1994-01-01,,"Lupos Heartbreak Hotel, Providence, RI, USA",lupos-heartbreak-hotel-providence-ri-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,With Small Factory and Blueshift Signal
luna,Luna,1994,1994-08-13,,1994-01-01,,"Hatch Shell, Boston, MA, USA",hatch-shell-boston-ma-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stan Demeski - drums|Sean Eden - guitar,,,,,,,,Support: The Gigolo Aunts
luna,Luna,1994,1994-10-08,,1994-01-01,,"Bowdoin College, Brunswick, ME, USA",bowdoin-college-brunswick-me-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,
luna,Luna,1994,1994-11-18,,1994-01-01,,"Tramps, New York NY, USA",tramps-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,It's Bringing You Down|Smile|Thank You for Sending Me an Angel|Crazy People|This Time Around|23 Minutes in Brussels|I Can't Wait|Bewitched|Outdoor Miner|Chinatown|Time to Quit|Tiger Lily|Fourth of July|That's What You Always Say|Friendly Advice|Into The Fold|Slash Your Tires|Slide|Sleeping Pill,,,,,,,
luna,Luna,1995,1995-05-09,,1994-01-01,,"BBC Radio One, Manchester, UK",bbc-radio-one-manchester-uk,Radio session,,Dean Wareham - guitar/vocals|Justin Harwood - bass|Stanley Demeski - drums|Sean Eden - guitar,,,,,,,,
